Requirement,Cost,Benefit
R7115,37,83
R7116,39,83
R7117,76,0
R7118,75,33
R7119,52,67
R7120,54,32
R7121,87,91
R7122,67,64
R7123,18,65
R7124,72,12
R7125,10,89
R7126,58,98
R7127,73,40
R7128,44,21
R7129,64,18
R7130,49,59
R7131,3,90
R7132,38,2
R7133,79,33
R7134,45,94
R7135,23,14
R7136,90,41
R7137,67,41
R7138,56,21
R7139,88,87
R7140,43,69
R7141,28,9
R7142,59,76
R7143,25,64
R7144,71,42
R7145,41,80
R7146,26,97
R7147,35,92
R7148,28,77
R7149,78,10
R7150,38,74
R7151,98,3
R7152,60,18
R7153,25,14
R7154,97,0
R7155,64,1
R7156,22,20
R7157,28,37
R7158,0,27
R7159,20,78
R7160,30,16
R7161,66,45
R7162,95,20
R7163,37,86
R7164,58,53
R7165,100,77
R7166,57,22
R7167,27,89
R7168,68,97
R7169,84,1
R7170,42,5
R7171,80,8
R7172,12,67
R7173,89,38
R7174,82,40
R7175,20,2
R7176,8,0
R7177,57,41
R7178,55,4
R7179,66,57
R7180,49,22
R7181,33,34
R7182,8,60
R7183,20,79
R7184,73,99
R7185,75,24
R7186,56,28
R7187,98,83
R7188,82,43
R7189,98,16
R7190,41,74
R7191,82,98
R7192,23,59
R7193,24,12
R7194,49,55
R7195,17,46
R7196,50,36
R7197,23,53
R7198,33,99
R7199,16,67
R7200,81,79
R7201,94,15
R7202,89,70
R7203,39,40
R7204,16,96
R7205,61,72
R7206,70,42
R7207,48,55
R7208,56,63
R7209,43,91
R7210,31,60
R7211,13,1
R7212,17,28
R7213,54,55
R7214,63,7
R7215,90,76
R7216,43,86
R7217,91,89
R7218,25,96
R7219,19,12
R7220,38,60
R7221,50,14
R7222,39,14
R7223,86,10
R7224,14,70
R7225,71,66
R7226,15,21
R7227,96,80
R7228,73,28
R7229,69,12
R7230,83,51
R7231,86,49
R7232,79,64
R7233,41,27
R7234,68,33
R7235,25,36
R7236,84,34
R7237,65,94
R7238,100,32
R7239,85,98
R7240,38,94
R7241,59,50
R7242,18,99
R7243,2,7
R7244,92,30
R7245,14,16
R7246,96,8
R7247,77,33
R7248,68,16
R7249,60,30
R7250,73,31
R7251,100,49
R7252,48,79
R7253,88,86
R7254,92,45
R7255,69,3
R7256,14,98
R7257,44,80
R7258,18,66
R7259,67,60
R7260,65,80
R7261,27,25
R7262,47,63
R7263,60,99
R7264,2,71
R7265,60,15
R7266,88,67
R7267,69,40
R7268,80,34
R7269,23,56
R7270,69,62
R7271,38,64
R7272,30,16
R7273,22,70
R7274,10,16
R7275,92,21
R7276,97,36
R7277,5,22
R7278,91,69
R7279,34,90
R7280,51,68
R7281,56,78
R7282,54,19
R7283,9,1
R7284,84,87
R7285,38,13
R7286,87,84
R7287,51,13
R7288,100,58
R7289,15,78
R7290,7,78
R7291,83,12
R7292,67,8
R7293,19,19
R7294,23,90
R7295,61,9
R7296,39,57
R7297,69,1
R7298,7,49
R7299,92,66
R7300,40,71
R7301,41,12
R7302,46,95
R7303,47,23
R7304,36,10
R7305,17,21
R7306,70,39
R7307,92,85
R7308,9,18
R7309,51,95
R7310,79,22
R7311,30,0
R7312,72,87
R7313,23,92
R7314,97,46
R7315,0,51
R7316,61,55
R7317,71,80
R7318,7,27
R7319,33,29
R7320,55,52
R7321,62,71
R7322,89,99
R7323,7,91
R7324,39,7
R7325,100,53
R7326,63,16
R7327,77,95
R7328,84,59
R7329,72,75
R7330,19,21
R7331,88,55
R7332,1,33
R7333,52,45
R7334,74,18
R7335,47,62
R7336,96,70
R7337,42,23
R7338,22,46
R7339,44,87
R7340,6,75
R7341,83,17
R7342,21,48
R7343,9,29
R7344,62,52
R7345,12,68
R7346,35,63
R7347,16,58
R7348,36,0
R7349,99,10
R7350,66,10
R7351,23,80
R7352,38,24
R7353,43,93
R7354,52,2
R7355,92,43
R7356,31,15
R7357,68,75
R7358,9,91
R7359,82,29
R7360,19,36
R7361,33,23
R7362,55,1
R7363,94,74
R7364,24,32
R7365,47,49
R7366,91,75
R7367,57,18
R7368,40,75
R7369,4,14
R7370,72,60
R7371,65,17
R7372,27,7
R7373,70,17
R7374,24,6
R7375,46,47
R7376,87,95
R7377,48,77
R7378,52,45
R7379,28,38
R7380,50,9
R7381,8,71
R7382,62,79
R7383,19,43
R7384,36,93
R7385,57,91
R7386,48,85
R7387,33,6
R7388,81,12
R7389,86,10
R7390,78,69
R7391,85,89
R7392,85,68
R7393,67,6
R7394,12,18
R7395,19,59
R7396,2,98
R7397,41,70
R7398,26,13
R7399,58,9
R7400,18,68
R7401,50,60
R7402,18,51
R7403,61,99
R7404,7,1
R7405,12,22
R7406,35,70
R7407,54,10
R7408,76,39
R7409,83,89
R7410,68,7
R7411,26,20
R7412,41,17
R7413,51,18
R7414,67,24
R7415,86,29
R7416,50,64
R7417,64,38
R7418,32,93
R7419,73,57
R7420,72,2
R7421,77,40
R7422,17,61
R7423,4,12
R7424,6,8
R7425,59,34
R7426,12,9
R7427,73,60
R7428,1,11
R7429,16,79
R7430,10,9
R7431,31,16
R7432,0,78
R7433,8,14
R7434,90,74
R7435,94,87
R7436,22,21
R7437,87,89
R7438,40,43
R7439,21,72
R7440,85,74
R7441,77,59
R7442,24,46
R7443,72,66
R7444,11,43
R7445,89,47
R7446,93,82
R7447,56,3
R7448,34,39
R7449,67,84
R7450,27,31
R7451,77,87
R7452,80,98
R7453,91,100
R7454,62,60
R7455,32,60
R7456,23,3
R7457,7,60
R7458,78,69
R7459,40,37
R7460,56,50
R7461,69,25
R7462,8,2
R7463,21,29
R7464,57,47
R7465,3,74
R7466,34,30
R7467,18,59
R7468,7,66
R7469,20,49
R7470,13,7
R7471,7,14
R7472,12,10
R7473,8,2
R7474,59,71
R7475,74,14
R7476,16,94
R7477,94,66
R7478,64,79
R7479,17,12
R7480,26,53
R7481,11,8
R7482,80,7
R7483,42,36
R7484,79,13
R7485,82,11
R7486,51,40
R7487,90,85
R7488,29,92
R7489,24,38
R7490,36,68
R7491,18,88
R7492,22,69
R7493,44,56
R7494,85,29
R7495,93,82
R7496,10,6
R7497,53,55
R7498,9,16
R7499,89,60
R7500,51,18
R7501,93,52
R7502,93,31
R7503,24,73
R7504,42,67
R7505,66,34
R7506,40,94
R7507,21,55
R7508,48,45
R7509,85,23
R7510,8,83
R7511,68,100
R7512,9,23
R7513,50,23
R7514,11,59
R7515,62,88
R7516,74,5
R7517,35,68
R7518,66,0
R7519,77,76
R7520,13,43
R7521,100,72
R7522,54,49
R7523,20,90
R7524,23,96
R7525,23,59
R7526,21,12
R7527,4,44
R7528,63,10
R7529,92,34
R7530,60,99
R7531,86,8
R7532,63,24
R7533,22,95
R7534,84,92
R7535,52,22
R7536,76,50
R7537,10,22
R7538,25,13
R7539,13,53
R7540,46,26
R7541,49,95
R7542,34,68
R7543,91,9
R7544,90,44
R7545,64,16
R7546,57,10
R7547,20,55
R7548,55,48
R7549,82,76
R7550,26,81
R7551,44,87
R7552,25,41
R7553,14,85
R7554,86,64
R7555,94,50
R7556,89,27
R7557,46,28
R7558,32,9
R7559,18,43
R7560,72,6
R7561,92,71
R7562,17,53
R7563,41,28
R7564,19,51
R7565,16,13
R7566,18,3
R7567,71,51
R7568,97,52
R7569,47,44
R7570,15,61
R7571,40,70
R7572,29,23
R7573,47,67
R7574,10,77
R7575,14,89
R7576,40,51
R7577,5,61
R7578,27,52
R7579,34,17
R7580,82,49
R7581,82,61
R7582,47,54
R7583,23,89
R7584,93,68
R7585,89,87
R7586,25,51
R7587,33,31
R7588,14,80
R7589,86,58
R7590,1,53
R7591,59,39
R7592,48,14
R7593,29,2
R7594,31,56
R7595,40,32
R7596,45,82
R7597,46,63
R7598,72,25
R7599,21,25
R7600,51,12
R7601,9,30
R7602,89,23
R7603,28,42
R7604,85,76
R7605,97,38
R7606,31,71
R7607,84,37
R7608,99,95
R7609,6,83
R7610,4,15
R7611,4,27
R7612,86,87
R7613,25,27
R7614,50,92
R7615,20,84
R7616,40,43
R7617,48,93
R7618,74,20
R7619,56,10
R7620,87,64
R7621,48,94
R7622,5,12
R7623,4,65
R7624,95,44
R7625,62,49
R7626,52,32
R7627,100,76
R7628,79,94
R7629,9,92
R7630,42,68
R7631,61,84
R7632,58,71
R7633,13,96
R7634,75,74
R7635,41,18
R7636,91,67
R7637,91,84
R7638,74,12
R7639,29,63
R7640,56,28
R7641,35,83
R7642,20,66
R7643,39,1
R7644,70,68
R7645,26,44
R7646,74,77
R7647,96,10
R7648,91,20
R7649,15,9
R7650,37,55
R7651,94,96
R7652,25,54
R7653,99,3
R7654,73,91
R7655,96,77
R7656,48,64
R7657,10,55
R7658,42,38
R7659,96,24
R7660,37,72
R7661,92,9
R7662,14,58
R7663,37,85
R7664,77,44
R7665,19,3
R7666,12,21
R7667,37,17
R7668,85,99
R7669,95,43
R7670,45,62
R7671,88,15
R7672,76,93
R7673,53,56
R7674,62,98
R7675,16,2
R7676,33,86
R7677,41,23
R7678,36,83
R7679,2,1
R7680,96,12
R7681,33,1
R7682,14,6
R7683,53,33
R7684,88,76
R7685,10,18
R7686,95,99
R7687,11,17
R7688,31,99
R7689,12,83
R7690,15,23
R7691,77,17
R7692,27,36
R7693,9,40
R7694,26,87
R7695,24,89
R7696,32,93
R7697,46,79
R7698,65,80
R7699,92,88
R7700,2,71
R7701,87,34
R7702,95,8
R7703,94,22
R7704,66,91
R7705,28,62
R7706,5,8
R7707,97,54
R7708,82,59
R7709,17,90
R7710,52,68
R7711,52,80
R7712,93,69
R7713,71,60
R7714,10,46
R7715,97,6
R7716,33,32
R7717,11,53
R7718,94,99
R7719,95,87
R7720,19,11
R7721,100,100
R7722,27,94
R7723,19,60
R7724,100,100
R7725,54,5
R7726,78,99
R7727,52,12
R7728,35,51
R7729,5,25
R7730,29,42
R7731,69,79
R7732,66,71
R7733,68,24
R7734,43,21
R7735,11,7
R7736,43,21
R7737,70,29
R7738,9,8
R7739,34,69
R7740,72,74
R7741,92,72
R7742,90,42
R7743,71,28
R7744,84,20
R7745,26,56
R7746,73,48
R7747,41,26
R7748,77,71
R7749,50,92
R7750,20,70
R7751,73,81
R7752,37,24
R7753,59,24
R7754,61,29
R7755,88,66
R7756,39,82
R7757,24,65
R7758,18,19
R7759,56,66
R7760,89,41
R7761,38,19
R7762,70,96
R7763,91,83
R7764,67,68
R7765,89,58
R7766,41,61
R7767,46,9
R7768,60,0
R7769,24,77
R7770,54,83
R7771,72,15
R7772,73,6
R7773,19,25
R7774,0,76
R7775,49,100
R7776,74,70
R7777,55,23
R7778,91,88
R7779,29,14
R7780,65,57
R7781,15,97
R7782,5,30
R7783,8,82
R7784,10,80
R7785,95,31
R7786,42,60
R7787,36,34
R7788,4,90
R7789,14,16
R7790,4,28
R7791,91,30
R7792,58,22
R7793,35,78
R7794,79,80
R7795,100,60
R7796,78,21
R7797,70,83
R7798,88,82
R7799,25,20
R7800,17,51
R7801,65,97
R7802,90,82
R7803,71,61
R7804,88,46
R7805,96,44
R7806,56,16
R7807,45,81
R7808,69,87
R7809,53,96
R7810,47,42
R7811,14,76
R7812,19,30
R7813,66,76
R7814,6,19
R7815,65,79
R7816,42,46
R7817,74,75
R7818,3,1
R7819,92,5
R7820,34,74
R7821,29,47
R7822,0,38
R7823,96,65
R7824,28,21
R7825,18,69
R7826,94,20
R7827,6,60
R7828,83,89
R7829,53,90
R7830,35,26
R7831,57,13
R7832,75,37
R7833,100,31
R7834,100,32
R7835,54,88
R7836,40,39
R7837,65,60
R7838,0,48
R7839,88,76
R7840,63,56
R7841,35,40
R7842,99,4
R7843,76,30
R7844,93,57
R7845,94,8
R7846,47,1
R7847,41,15
R7848,21,29
R7849,7,84
R7850,83,11
R7851,34,27
R7852,0,59
R7853,95,57
R7854,95,79
R7855,91,13
R7856,56,28
R7857,11,27
R7858,0,32
R7859,100,34
R7860,69,55
R7861,68,25
R7862,55,7
R7863,99,74
R7864,13,36
R7865,47,70
R7866,55,14
R7867,83,91
R7868,8,58
R7869,90,38
R7870,67,55
R7871,27,51
R7872,53,45
R7873,36,75
R7874,48,33
R7875,90,43
R7876,28,38
R7877,66,30
R7878,5,3
R7879,85,52
R7880,44,90
R7881,77,66
R7882,73,13
R7883,0,91
R7884,5,57
R7885,18,92
R7886,7,68
R7887,96,55
R7888,46,82
R7889,7,20
R7890,42,43
R7891,84,34
R7892,11,22
R7893,66,82
R7894,32,94
R7895,99,37
R7896,94,27
R7897,95,43
R7898,99,19
R7899,24,4
R7900,92,64
R7901,80,66
R7902,82,71
R7903,22,12
R7904,77,6
R7905,2,90
R7906,9,56
R7907,25,32
R7908,70,78
R7909,80,3
R7910,74,31
R7911,16,98
R7912,40,80
R7913,97,84
R7914,100,33
R7915,42,11
R7916,45,38
R7917,85,80
R7918,61,6
R7919,41,59
R7920,52,45
R7921,23,8
R7922,39,43
R7923,0,81
R7924,82,86
R7925,39,88
R7926,45,36
R7927,43,39
R7928,73,8
R7929,18,34
R7930,82,45
R7931,74,22
R7932,69,89
R7933,81,24
R7934,60,88
R7935,7,98
R7936,8,0
R7937,49,45
R7938,56,93
R7939,70,47
R7940,64,43
R7941,17,60
R7942,37,24
R7943,55,24
R7944,46,5
R7945,28,81
R7946,93,75
R7947,51,87
R7948,90,3
R7949,33,86
R7950,4,69
R7951,34,93
R7952,33,9
R7953,11,64
R7954,75,93
R7955,53,77
R7956,11,78
R7957,67,56
R7958,41,34
R7959,88,4
R7960,43,40
R7961,0,61
R7962,1,37
R7963,36,68
R7964,42,54
R7965,79,66
R7966,66,19
R7967,96,26
R7968,84,37
R7969,97,44
R7970,5,49
R7971,43,99
R7972,60,11
R7973,51,52
R7974,71,91
R7975,56,51
R7976,42,11
R7977,88,2
R7978,44,38
R7979,66,54
R7980,1,67
R7981,66,94
R7982,35,77
R7983,91,20
R7984,9,20
R7985,71,14
R7986,3,18
R7987,76,58
R7988,87,60
R7989,23,50
R7990,36,90
R7991,51,9
R7992,31,6
R7993,60,0
R7994,18,32
R7995,3,37
R7996,46,32
R7997,41,67
R7998,91,0
R7999,34,89
R8000,9,59
R8001,43,47
R8002,93,26
R8003,29,19
R8004,95,50
R8005,78,74
R8006,79,74
R8007,98,7
R8008,17,64
R8009,15,76
R8010,31,10
R8011,80,36
R8012,62,45
R8013,83,81
R8014,72,11
R8015,50,96
R8016,4,60
R8017,75,7
R8018,84,44
R8019,5,58
R8020,33,46
R8021,4,88
R8022,71,46
R8023,96,60
R8024,92,48
R8025,55,20
R8026,9,86
R8027,84,17
R8028,79,83
R8029,47,21
R8030,89,97
R8031,18,7
R8032,71,61
R8033,93,58
R8034,58,88
R8035,48,12
R8036,6,17
R8037,82,2
R8038,70,77
R8039,88,95
R8040,86,54
R8041,97,79
R8042,90,40
R8043,100,17
R8044,74,92
R8045,34,50
R8046,58,70
R8047,56,12
R8048,74,64
R8049,93,45
R8050,5,67
R8051,8,72
R8052,85,86
R8053,84,24
R8054,63,93
R8055,4,66
R8056,84,3
R8057,27,91
R8058,71,98
R8059,96,41
R8060,22,98
R8061,65,46
R8062,15,18
R8063,63,39
R8064,96,23
R8065,69,59
R8066,77,91
R8067,8,20
R8068,1,86
R8069,48,32
R8070,45,77
R8071,42,71
R8072,64,90
R8073,81,67
R8074,86,36
R8075,99,99
R8076,72,66
R8077,38,49
R8078,55,55
R8079,90,10
R8080,70,83
R8081,74,60
R8082,42,68
R8083,29,44
R8084,89,97
R8085,94,100
R8086,79,94
R8087,50,6
R8088,85,55
R8089,27,27
R8090,88,87
R8091,47,65
R8092,95,84
R8093,38,86
R8094,76,17
R8095,72,26
R8096,41,86
R8097,31,80
R8098,36,42
R8099,20,32
R8100,93,61
R8101,5,0
R8102,62,96
R8103,45,67
R8104,45,20
R8105,22,67
R8106,75,32
R8107,30,64
R8108,39,23
R8109,56,27
R8110,25,26
R8111,63,80
R8112,27,46
R8113,51,99
R8114,53,45
R8115,2,11
R8116,32,33
R8117,61,43
R8118,1,7
R8119,48,86
R8120,51,65
R8121,4,58
R8122,85,4
R8123,45,67
R8124,19,66
R8125,53,7
R8126,77,81
R8127,23,44
R8128,42,89
R8129,69,85
R8130,73,37
R8131,34,34
R8132,75,23
R8133,97,71
R8134,1,36
R8135,35,13
R8136,23,47
R8137,78,14
R8138,57,70
R8139,65,16
R8140,6,64
R8141,19,33
R8142,11,30
R8143,41,15
R8144,65,48
R8145,40,19
R8146,90,3
R8147,54,5
R8148,16,2
R8149,8,72
R8150,21,94
R8151,80,45
R8152,43,26
R8153,47,46
R8154,46,24
R8155,62,4
R8156,90,77
R8157,30,87
R8158,97,14
R8159,19,36
R8160,49,73
R8161,3,83
R8162,34,70
R8163,72,62
R8164,46,98
R8165,67,10
R8166,50,69
R8167,52,75
R8168,46,96
R8169,35,96
R8170,21,72
R8171,81,60
R8172,11,3
R8173,61,21
R8174,35,99
R8175,16,35
R8176,61,22
R8177,28,54
R8178,88,38
R8179,91,52
R8180,79,52
R8181,68,43
R8182,52,52
R8183,64,73
R8184,43,86
R8185,62,9
R8186,22,37
R8187,57,5
R8188,28,17
R8189,46,86
R8190,83,53
R8191,61,48
R8192,91,33
R8193,100,41
R8194,3,88
R8195,48,74
R8196,10,11
R8197,18,88
R8198,84,46
R8199,9,29
R8200,63,8
R8201,94,75
R8202,76,13
R8203,91,55
R8204,88,78
R8205,56,70
R8206,94,40
R8207,81,90
R8208,77,12
R8209,19,94
R8210,81,75
R8211,90,51
R8212,45,2
R8213,37,69
R8214,2,85
R8215,56,36
R8216,59,13
R8217,58,55
R8218,92,27
R8219,30,73
R8220,31,30
R8221,12,52
R8222,43,89
R8223,9,76
R8224,28,69
R8225,79,76
R8226,10,85
R8227,55,52
R8228,36,43
R8229,17,32
R8230,64,13
R8231,56,18
R8232,61,37
R8233,71,49
R8234,51,48
R8235,81,79
R8236,74,94
R8237,33,98
R8238,41,52
R8239,13,60
R8240,40,99
R8241,79,61
R8242,45,71
R8243,38,94
R8244,66,79
R8245,76,20
R8246,82,78
R8247,78,67
R8248,95,8
R8249,14,21
R8250,86,46
R8251,90,51
R8252,44,68
R8253,9,54
R8254,91,37
R8255,48,85
R8256,76,18
R8257,89,11
R8258,69,79
R8259,25,20
R8260,13,37
R8261,26,56
R8262,43,70
R8263,96,46
R8264,20,81
R8265,73,92
R8266,77,59
R8267,85,70
R8268,45,84
R8269,7,40
R8270,33,18
R8271,76,86
R8272,54,46
R8273,92,18
R8274,31,69
R8275,68,95
R8276,59,65
R8277,74,58
R8278,53,81
R8279,63,12
R8280,32,84
R8281,45,61
R8282,39,77
R8283,93,25
R8284,58,24
R8285,14,25
R8286,15,14
R8287,21,41
R8288,62,63
R8289,61,94
R8290,41,78
R8291,4,2
R8292,1,31
R8293,68,57
R8294,75,57
R8295,3,72
R8296,42,32
R8297,50,92
R8298,67,1
R8299,10,36
R8300,79,8
R8301,0,8
R8302,30,84
R8303,12,10
R8304,34,22
R8305,58,55
R8306,93,83
R8307,85,61
R8308,90,19
R8309,39,84
R8310,84,11
R8311,0,76
R8312,60,57
R8313,13,29
R8314,61,56
R8315,27,65
R8316,65,86
R8317,23,13
R8318,53,52
R8319,87,79
R8320,34,79
R8321,30,30
R8322,25,45
R8323,37,54
R8324,96,20
R8325,72,22
R8326,32,80
R8327,27,63
R8328,91,32
R8329,11,79
R8330,50,4
R8331,25,46
R8332,38,91
R8333,58,21
R8334,88,64
R8335,95,29
R8336,65,92
R8337,32,45
R8338,69,40
R8339,83,0
R8340,67,45
R8341,43,93
R8342,53,77
R8343,38,9
R8344,33,84
R8345,88,89
R8346,66,55
R8347,69,38
R8348,42,9
R8349,60,51
R8350,34,24
R8351,34,18
R8352,45,17
R8353,78,17
R8354,68,86
R8355,79,2
R8356,91,6
R8357,84,18
R8358,76,76
R8359,50,76
R8360,25,62
R8361,38,84
R8362,1,66
R8363,72,59
R8364,82,73
R8365,23,14
R8366,75,66
R8367,8,50
R8368,85,47
R8369,7,84
R8370,90,77
R8371,21,10
R8372,36,53
R8373,59,39
R8374,85,34
R8375,35,78
R8376,50,64
R8377,34,11
R8378,0,82
R8379,86,45
R8380,89,94
R8381,44,80
R8382,4,78
R8383,85,81
R8384,97,85
R8385,0,2
R8386,69,91
R8387,36,98
R8388,5,7
R8389,3,46
R8390,50,11
R8391,47,52
R8392,67,20
R8393,43,42
R8394,59,65
R8395,0,97
R8396,66,100
R8397,2,81
R8398,88,22
R8399,45,24
R8400,30,26
R8401,34,61
R8402,82,31
R8403,29,9
R8404,98,17
R8405,23,70
R8406,6,94
R8407,51,2
R8408,35,30
R8409,21,35
R8410,89,18
R8411,68,43
R8412,57,71
R8413,24,35
R8414,59,47
R8415,35,58
R8416,83,98
R8417,39,24
R8418,47,8
R8419,64,31
R8420,21,90
R8421,38,46
R8422,1,78
R8423,29,51
R8424,85,61
R8425,2,71
R8426,34,46
R8427,32,91
R8428,3,88
R8429,55,37
R8430,46,55
R8431,75,58
R8432,69,91
R8433,51,19
R8434,25,61
R8435,26,64
R8436,78,23
R8437,97,10
R8438,97,95
R8439,85,66
R8440,94,31
R8441,34,45
R8442,7,3
R8443,89,33
R8444,79,30
R8445,91,64
R8446,75,32
R8447,98,6
R8448,87,76
R8449,92,93
R8450,89,39
R8451,53,45
R8452,95,98
R8453,93,100
R8454,28,100
R8455,84,96
R8456,71,89
R8457,100,28
R8458,85,14
R8459,14,38
R8460,20,99
R8461,76,17
R8462,92,99
R8463,85,57
R8464,92,26
R8465,98,7
R8466,3,46
R8467,46,81
R8468,0,35
R8469,69,12
R8470,95,94
R8471,74,46
R8472,81,7
R8473,92,53
R8474,84,15
R8475,21,66
R8476,76,57
R8477,60,89
R8478,1,26
R8479,99,6
R8480,96,26
R8481,61,12
R8482,99,55
R8483,15,95
R8484,81,70
R8485,6,87
R8486,77,46
R8487,33,91
R8488,78,81
R8489,4,68
R8490,72,98
R8491,29,62
R8492,30,20
R8493,66,48
R8494,66,6
R8495,4,60
R8496,66,68
R8497,50,52
R8498,45,95
R8499,43,12
R8500,8,32
R8501,38,26
R8502,100,87
R8503,91,5
R8504,6,25
R8505,79,58
R8506,51,78
R8507,9,81
R8508,67,40
R8509,5,34
R8510,4,83
R8511,0,3
R8512,56,47
R8513,59,10
R8514,40,77
R8515,47,5
R8516,22,45
R8517,57,42
R8518,43,94
R8519,58,54
R8520,49,28
R8521,35,17
R8522,13,65
R8523,98,89
R8524,100,25
R8525,71,61
R8526,96,66
R8527,60,30
R8528,75,91
R8529,22,100
R8530,24,94
R8531,92,30
R8532,46,92
R8533,3,26
R8534,59,87
R8535,89,39
R8536,16,31
R8537,14,74
R8538,66,91
R8539,0,28
R8540,1,34
R8541,54,53
R8542,77,24
R8543,86,14
R8544,8,21
R8545,91,82
R8546,90,83
R8547,0,93
R8548,27,34
R8549,19,23
R8550,59,50
R8551,12,41
R8552,36,48
R8553,53,15
R8554,98,69
R8555,9,23
R8556,13,70
R8557,65,52
R8558,86,17
R8559,48,36
R8560,90,80
R8561,56,4
R8562,89,32
R8563,85,52
R8564,5,4
R8565,18,39
R8566,22,92
R8567,44,81
R8568,20,38
R8569,98,12
R8570,47,85
R8571,74,89
R8572,80,41
R8573,41,63
R8574,95,59
R8575,27,56
R8576,17,15
R8577,18,62
R8578,69,97
R8579,70,67
R8580,10,44
R8581,82,16
R8582,1,69
R8583,56,4
R8584,43,3
R8585,45,40
R8586,81,48
R8587,78,41
R8588,59,30
R8589,35,12
R8590,18,13
R8591,9,33
R8592,24,73
R8593,32,14
R8594,42,70
R8595,12,28
R8596,55,14
R8597,76,84
R8598,12,47
R8599,27,33
R8600,20,35
R8601,29,57
R8602,73,3
R8603,17,16
R8604,2,58
R8605,50,54
R8606,50,7
R8607,56,34
R8608,60,17
R8609,61,25
R8610,14,13
R8611,5,30
R8612,85,95
R8613,58,61
R8614,64,91
R8615,22,64
R8616,66,64
R8617,99,62
R8618,88,83
R8619,78,17
R8620,2,25
R8621,57,73
R8622,36,35
R8623,55,88
R8624,89,47
R8625,10,52
R8626,50,72
R8627,77,88
R8628,66,12
R8629,74,12
R8630,95,27
R8631,89,61
R8632,85,16
R8633,7,29
R8634,7,5
R8635,5,6
R8636,77,14
R8637,21,14
R8638,89,99
R8639,49,21
R8640,6,15
R8641,70,72
R8642,23,42
R8643,17,71
R8644,52,63
R8645,81,97
R8646,53,38
R8647,37,11
R8648,16,14
R8649,31,60
R8650,92,54
R8651,56,31
R8652,57,0
R8653,56,9
R8654,85,91
R8655,81,46
R8656,32,8
R8657,63,11
R8658,78,100
R8659,22,74
R8660,64,95
R8661,17,9
R8662,61,20
R8663,14,66
R8664,3,76
R8665,27,13
R8666,12,0
R8667,65,20
R8668,78,62
R8669,41,18
R8670,21,18
R8671,9,28
R8672,92,61
R8673,16,79
R8674,10,76
R8675,7,77
R8676,13,17
R8677,6,12
R8678,74,44
R8679,64,6
R8680,82,95
R8681,88,54
R8682,95,79
R8683,59,48
R8684,76,97
R8685,69,78
R8686,81,79
R8687,83,42
R8688,42,67
R8689,61,16
R8690,15,94
R8691,30,72
R8692,35,74
R8693,37,75
R8694,24,22
R8695,65,35
R8696,67,55
R8697,70,40
R8698,57,100
R8699,64,72
R8700,44,67
R8701,65,66
R8702,19,55
R8703,44,0
R8704,15,91
R8705,84,69
R8706,1,88
R8707,58,78
R8708,73,73
R8709,18,40
R8710,8,96
R8711,8,94
R8712,25,93
R8713,19,35
R8714,65,48
R8715,13,75
R8716,7,23
R8717,22,69
R8718,5,47
R8719,93,10
R8720,7,7
R8721,90,46
R8722,60,49
R8723,72,62
R8724,61,83
R8725,1,40
R8726,81,4
R8727,41,98
R8728,76,54
R8729,75,24
R8730,81,31
R8731,95,70
R8732,53,52
R8733,25,93
R8734,38,59
R8735,56,4
R8736,57,76
R8737,3,43
R8738,76,18
R8739,82,43
R8740,70,49
R8741,80,20
R8742,21,76
R8743,50,43
R8744,37,68
R8745,58,20
R8746,94,23
R8747,48,86
R8748,5,74
R8749,40,58
R8750,91,37
R8751,70,88
R8752,29,45
R8753,55,74
R8754,90,44
R8755,49,68
R8756,9,43
R8757,59,37
R8758,17,62
R8759,81,86
R8760,43,60
R8761,83,4
R8762,84,48
R8763,84,82
R8764,98,98
R8765,71,93
R8766,62,78
R8767,40,39
R8768,27,58
R8769,98,37
R8770,4,17
R8771,53,7
R8772,30,73
R8773,99,46
R8774,19,28
R8775,63,27
R8776,48,29
R8777,52,98
R8778,53,82
R8779,52,36
R8780,59,49
R8781,45,79
R8782,26,18
R8783,88,64
R8784,39,51
R8785,14,66
R8786,3,37
R8787,61,55
R8788,17,48
R8789,98,67
R8790,69,93
R8791,71,81
R8792,12,78
R8793,31,94
R8794,7,22
R8795,54,34
R8796,83,72
R8797,61,37
R8798,47,30
R8799,94,80
R8800,43,53
R8801,30,1
R8802,83,19
R8803,45,83
R8804,45,82
R8805,82,77
R8806,40,14
R8807,23,39
R8808,25,37
R8809,23,94
R8810,33,61
R8811,47,0
R8812,92,91
R8813,45,20
R8814,99,91
R8815,9,76
R8816,92,54
R8817,31,16
R8818,71,77
R8819,69,95
R8820,32,78
R8821,67,80
R8822,95,33
R8823,23,54
R8824,43,8
R8825,72,100
R8826,81,35
R8827,86,24
R8828,48,84
R8829,84,22
R8830,48,24
R8831,90,100
R8832,14,34
R8833,33,6
R8834,14,0
R8835,17,38
R8836,79,51
R8837,25,36
R8838,30,62
R8839,23,86
R8840,15,68
R8841,81,75
R8842,88,64
R8843,100,34
R8844,47,51
R8845,84,53
R8846,46,66
R8847,27,42
R8848,29,86
R8849,58,57
R8850,26,81
R8851,75,84
R8852,47,5
R8853,28,30
R8854,26,20
R8855,79,99
R8856,50,92
R8857,51,66
R8858,76,93
R8859,30,98
R8860,48,60
R8861,66,36
R8862,43,49
